,tpr_trans,ratio_case,total_samples,log-fold increase,log_increase
2552,-16.118095750958314,4.0,10,1.32,3.4011973816621555
2553,-16.118095750958314,4.0,10,1.58,3.6888794541139363
2554,-16.118095750958314,4.0,10,1.81,3.912023005428146
2555,-16.118095750958314,4.0,10,2.0,4.0943445622221
2556,-16.118095750958314,4.0,10,2.17,4.248495242049359
2557,-16.118095750958314,4.0,10,2.32,4.382026634673881
2558,-0.8472976699110584,4.0,10,2.46,4.499809670330265
2559,-0.8472976699110584,4.0,10,2.58,4.605170185988092
2560,2.1972236884478247,4.0,10,3.46,5.298317366548036
2561,16.118095750958314,4.0,10,4.39,5.991464547107982
2562,16.118095750958314,4.0,10,4.95,6.396929655216146
2563,16.118095750958314,4.0,10,5.36,6.684611727667927
2564,16.118095750958314,4.0,10,5.67,6.907755278982137
2565,-16.118095750958314,4.0,10,0.42,2.302585092994046
2566,-16.118095750958314,4.0,10,0.74,2.995732273553991
2567,-16.118095750958314,4.0,10,1.0,3.4011973816621555
2568,-16.118095750958314,4.0,10,1.22,3.6888794541139363
2569,-16.118095750958314,4.0,10,1.42,3.912023005428146
2570,-16.118095750958314,4.0,10,1.58,4.0943445622221
2571,-16.118095750958314,4.0,10,1.74,4.248495242049359
2572,-2.1972236884478242,4.0,10,1.87,4.382026634673881
2573,-2.1972236884478242,4.0,10,2.0,4.499809670330265
2574,-2.1972236884478242,4.0,10,2.12,4.605170185988092
2575,2.1972236884478247,4.0,10,2.94,5.298317366548036
2576,16.118095750958314,4.0,10,3.84,5.991464547107982
2577,16.118095750958314,4.0,10,4.39,6.396929655216146
2578,16.118095750958314,4.0,10,4.79,6.684611727667927
2579,16.118095750958314,4.0,10,5.1,6.907755278982137
2580,-2.1972236884478242,4.0,10,0.26,2.302585092994046
2581,-16.118095750958314,4.0,10,0.49,2.995732273553991
2582,-16.118095750958314,4.0,10,0.68,3.4011973816621555
2583,-2.1972236884478242,4.0,10,0.85,3.6888794541139363
2584,-1.3862939861200076,4.0,10,1.0,3.912023005428146
2585,-16.118095750958314,4.0,10,1.14,4.0943445622221
2586,-16.118095750958314,4.0,10,1.26,4.248495242049359
2587,-16.118095750958314,4.0,10,1.38,4.382026634673881
2588,-2.1972236884478242,4.0,10,1.49,4.499809670330265
2589,-2.1972236884478242,4.0,10,1.58,4.605170185988092
2590,0.8472976699110583,4.0,10,2.32,5.298317366548036
2591,16.118095750958314,4.0,10,3.17,5.991464547107982
2592,16.118095750958314,4.0,10,3.7,6.396929655216146
2593,16.118095750958314,4.0,10,4.09,6.684611727667927
2594,16.118095750958314,4.0,10,4.39,6.907755278982137
2595,-16.118095750958314,4.0,10,0.18,2.302585092994046
2596,-2.1972236884478242,4.0,10,0.34,2.995732273553991
2597,-16.118095750958314,4.0,10,0.49,3.4011973816621555
2598,-16.118095750958314,4.0,10,0.62,3.6888794541139363
2599,-2.1972236884478242,4.0,10,0.74,3.912023005428146
2600,-16.118095750958314,4.0,10,0.85,4.0943445622221
2601,-2.1972236884478242,4.0,10,0.95,4.248495242049359
2602,-2.1972236884478242,4.0,10,1.05,4.382026634673881
2603,-2.1972236884478242,4.0,10,1.14,4.499809670330265
2604,-1.3862939861200076,4.0,10,1.22,4.605170185988092
2605,-0.40546502477484814,4.0,10,1.87,5.298317366548036
2606,16.118095750958314,4.0,10,2.66,5.991464547107982
2607,16.118095750958314,4.0,10,3.17,6.396929655216146
2608,16.118095750958314,4.0,10,3.54,6.684611727667927
2609,16.118095750958314,4.0,10,3.84,6.907755278982137
2610,-16.118095750958314,4.0,10,0.12,2.302585092994046
2611,-16.118095750958314,4.0,10,0.23,2.995732273553991
2612,-16.118095750958314,4.0,10,0.33,3.4011973816621555
2613,-16.118095750958314,4.0,10,0.43,3.6888794541139363
2614,-16.118095750958314,4.0,10,0.52,3.912023005428146
2615,-2.1972236884478242,4.0,10,0.61,4.0943445622221
2616,-16.118095750958314,4.0,10,0.69,4.248495242049359
2617,-16.118095750958314,4.0,10,0.76,4.382026634673881
2618,-16.118095750958314,4.0,10,0.83,4.499809670330265
2619,-16.118095750958314,4.0,10,0.9,4.605170185988092
2620,-1.3862939861200076,4.0,10,1.45,5.298317366548036
2621,16.118095750958314,4.0,10,2.16,5.991464547107982
2622,16.118095750958314,4.0,10,2.64,6.396929655216146
2623,16.118095750958314,4.0,10,2.99,6.684611727667927
2624,16.118095750958314,4.0,10,3.28,6.907755278982137
2625,-16.118095750958314,4.0,10,0.08,2.302585092994046
2626,-16.118095750958314,4.0,10,0.15,2.995732273553991
2627,-16.118095750958314,4.0,10,0.22,3.4011973816621555
2628,-16.118095750958314,4.0,10,0.29,3.6888794541139363
2629,-1.3862939861200076,4.0,10,0.35,3.912023005428146
2630,-16.118095750958314,4.0,10,0.42,4.0943445622221
2631,-16.118095750958314,4.0,10,0.47,4.248495242049359
2632,-16.118095750958314,4.0,10,0.53,4.382026634673881
2633,-16.118095750958314,4.0,10,0.58,4.499809670330265
2634,-16.118095750958314,4.0,10,0.64,4.605170185988092
2635,-16.118095750958314,4.0,10,1.08,5.298317366548036
2636,1.386293986120008,4.0,10,1.69,5.991464547107982
2637,16.118095750958314,4.0,10,2.12,6.396929655216146
2638,16.118095750958314,4.0,10,2.44,6.684611727667927
2639,16.118095750958314,4.0,10,2.71,6.907755278982137
2640,-16.118095750958314,4.0,10,0.05,2.302585092994046
2641,-16.118095750958314,4.0,10,0.1,2.995732273553991
2642,-16.118095750958314,4.0,10,0.15,3.4011973816621555
2643,-16.118095750958314,4.0,10,0.19,3.6888794541139363
2644,-2.1972236884478242,4.0,10,0.24,3.912023005428146
2645,-16.118095750958314,4.0,10,0.28,4.0943445622221
2646,-16.118095750958314,4.0,10,0.32,4.248495242049359
2647,-16.118095750958314,4.0,10,0.36,4.382026634673881
2648,-16.118095750958314,4.0,10,0.4,4.499809670330265
2649,-16.118095750958314,4.0,10,0.44,4.605170185988092
2650,-2.1972236884478242,4.0,10,0.78,5.298317366548036
2651,1.386293986120008,4.0,10,1.28,5.991464547107982
2652,2.1972236884478247,4.0,10,1.65,6.396929655216146
2653,16.118095750958314,4.0,10,1.95,6.684611727667927
2654,16.118095750958314,4.0,10,2.19,6.907755278982137
2655,-16.118095750958314,4.0,10,0.03,2.302585092994046
2656,-16.118095750958314,4.0,10,0.07,2.995732273553991
2657,-16.118095750958314,4.0,10,0.1,3.4011973816621555
2658,-16.118095750958314,4.0,10,0.13,3.6888794541139363
2659,-16.118095750958314,4.0,10,0.16,3.912023005428146
2660,-16.118095750958314,4.0,10,0.19,4.0943445622221
2661,-16.118095750958314,4.0,10,0.22,4.248495242049359
2662,-16.118095750958314,4.0,10,0.25,4.382026634673881
2663,-2.1972236884478242,4.0,10,0.27,4.499809670330265
2664,-16.118095750958314,4.0,10,0.3,4.605170185988092
2665,-2.1972236884478242,4.0,10,0.55,5.298317366548036
2666,0.4054650247748482,4.0,10,0.95,5.991464547107982
2667,16.118095750958314,4.0,10,1.26,6.396929655216146
2668,16.118095750958314,4.0,10,1.52,6.684611727667927
2669,16.118095750958314,4.0,10,1.73,6.907755278982137
2670,-16.118095750958314,4.0,10,0.02,2.302585092994046
2671,-16.118095750958314,4.0,10,0.04,2.995732273553991
2672,-16.118095750958314,4.0,10,0.06,3.4011973816621555
2673,-16.118095750958314,4.0,10,0.08,3.6888794541139363
2674,-16.118095750958314,4.0,10,0.1,3.912023005428146
2675,-2.1972236884478242,4.0,10,0.12,4.0943445622221
2676,-2.1972236884478242,4.0,10,0.14,4.248495242049359
2677,-2.1972236884478242,4.0,10,0.16,4.382026634673881
2678,-16.118095750958314,4.0,10,0.18,4.499809670330265
2679,-16.118095750958314,4.0,10,0.2,4.605170185988092
2680,-16.118095750958314,4.0,10,0.38,5.298317366548036
2681,0.0,4.0,10,0.68,5.991464547107982
2682,2.1972236884478247,4.0,10,0.93,6.396929655216146
2683,16.118095750958314,4.0,10,1.14,6.684611727667927
2684,16.118095750958314,4.0,10,1.32,6.907755278982137
2685,-2.1972236884478242,4.0,10,0.01,2.302585092994046
2686,-2.1972236884478242,4.0,10,0.03,2.995732273553991
2687,-16.118095750958314,4.0,10,0.04,3.4011973816621555
2688,-16.118095750958314,4.0,10,0.06,3.6888794541139363
2689,-2.1972236884478242,4.0,10,0.07,3.912023005428146
2690,-2.1972236884478242,4.0,10,0.08,4.0943445622221
2691,-2.1972236884478242,4.0,10,0.1,4.248495242049359
2692,-16.118095750958314,4.0,10,0.11,4.382026634673881
2693,-2.1972236884478242,4.0,10,0.12,4.499809670330265
2694,-2.1972236884478242,4.0,10,0.14,4.605170185988092
2695,-2.1972236884478242,4.0,10,0.26,5.298317366548036
2696,-0.40546502477484814,4.0,10,0.49,5.991464547107982
2697,0.4054650247748482,4.0,10,0.68,6.396929655216146
2698,2.1972236884478247,4.0,10,0.85,6.684611727667927
2699,16.118095750958314,4.0,10,1.0,6.907755278982137
2700,-16.118095750958314,4.5,11,0.58,2.302585092994046
2701,-16.118095750958314,4.5,11,1.0,2.995732273553991
2702,-16.118095750958314,4.5,11,1.32,3.4011973816621555
2703,-16.118095750958314,4.5,11,1.58,3.6888794541139363
2704,-16.118095750958314,4.5,11,1.81,3.912023005428146
2705,-2.1972236884478242,4.5,11,2.0,4.0943445622221
2706,-16.118095750958314,4.5,11,2.17,4.248495242049359
2707,-0.8472976699110584,4.5,11,2.32,4.382026634673881
2708,-2.1972236884478242,4.5,11,2.46,4.499809670330265
2709,-2.1972236884478242,4.5,11,2.58,4.605170185988092
2710,16.118095750958314,4.5,11,3.46,5.298317366548036
2711,16.118095750958314,4.5,11,4.39,5.991464547107982
2712,16.118095750958314,4.5,11,4.95,6.396929655216146
2713,16.118095750958314,4.5,11,5.36,6.684611727667927
2714,16.118095750958314,4.5,11,5.67,6.907755278982137
2715,-2.1972236884478242,4.5,11,0.42,2.302585092994046
2716,-2.1972236884478242,4.5,11,0.74,2.995732273553991
2717,-16.118095750958314,4.5,11,1.0,3.4011973816621555
2718,-16.118095750958314,4.5,11,1.22,3.6888794541139363
2719,-16.118095750958314,4.5,11,1.42,3.912023005428146
2720,-16.118095750958314,4.5,11,1.58,4.0943445622221
2721,-16.118095750958314,4.5,11,1.74,4.248495242049359
2722,-2.1972236884478242,4.5,11,1.87,4.382026634673881
2723,-16.118095750958314,4.5,11,2.0,4.499809670330265
2724,-1.3862939861200076,4.5,11,2.12,4.605170185988092
2725,2.1972236884478247,4.5,11,2.94,5.298317366548036
2726,16.118095750958314,4.5,11,3.84,5.991464547107982
2727,16.118095750958314,4.5,11,4.39,6.396929655216146
2728,16.118095750958314,4.5,11,4.79,6.684611727667927
2729,16.118095750958314,4.5,11,5.1,6.907755278982137
2730,-16.118095750958314,4.5,11,0.26,2.302585092994046
2731,-16.118095750958314,4.5,11,0.49,2.995732273553991
2732,-2.1972236884478242,4.5,11,0.68,3.4011973816621555
2733,-16.118095750958314,4.5,11,0.85,3.6888794541139363
2734,-16.118095750958314,4.5,11,1.0,3.912023005428146
2735,-16.118095750958314,4.5,11,1.14,4.0943445622221
2736,-2.1972236884478242,4.5,11,1.26,4.248495242049359
2737,-2.1972236884478242,4.5,11,1.38,4.382026634673881
2738,-16.118095750958314,4.5,11,1.49,4.499809670330265
2739,-2.1972236884478242,4.5,11,1.58,4.605170185988092
2740,0.0,4.5,11,2.32,5.298317366548036
2741,16.118095750958314,4.5,11,3.17,5.991464547107982
2742,16.118095750958314,4.5,11,3.7,6.396929655216146
2743,16.118095750958314,4.5,11,4.09,6.684611727667927
2744,2.1972236884478247,4.5,11,4.39,6.907755278982137
2745,-16.118095750958314,4.5,11,0.18,2.302585092994046
2746,-16.118095750958314,4.5,11,0.34,2.995732273553991
2747,-16.118095750958314,4.5,11,0.49,3.4011973816621555
2748,-2.1972236884478242,4.5,11,0.62,3.6888794541139363
2749,-16.118095750958314,4.5,11,0.74,3.912023005428146
2750,-16.118095750958314,4.5,11,0.85,4.0943445622221
2751,-16.118095750958314,4.5,11,0.95,4.248495242049359
2752,-16.118095750958314,4.5,11,1.05,4.382026634673881
2753,-16.118095750958314,4.5,11,1.14,4.499809670330265
2754,-2.1972236884478242,4.5,11,1.22,4.605170185988092
2755,0.0,4.5,11,1.87,5.298317366548036
2756,16.118095750958314,4.5,11,2.66,5.991464547107982
2757,16.118095750958314,4.5,11,3.17,6.396929655216146
2758,16.118095750958314,4.5,11,3.54,6.684611727667927
2759,16.118095750958314,4.5,11,3.84,6.907755278982137
2760,-16.118095750958314,4.5,11,0.12,2.302585092994046
2761,-16.118095750958314,4.5,11,0.23,2.995732273553991
2762,-16.118095750958314,4.5,11,0.33,3.4011973816621555
2763,-16.118095750958314,4.5,11,0.43,3.6888794541139363
2764,-16.118095750958314,4.5,11,0.52,3.912023005428146
2765,-16.118095750958314,4.5,11,0.61,4.0943445622221
2766,-16.118095750958314,4.5,11,0.69,4.248495242049359
2767,-16.118095750958314,4.5,11,0.76,4.382026634673881
2768,-16.118095750958314,4.5,11,0.83,4.499809670330265
2769,-16.118095750958314,4.5,11,0.9,4.605170185988092
2770,-1.3862939861200076,4.5,11,1.45,5.298317366548036
2771,16.118095750958314,4.5,11,2.16,5.991464547107982
2772,16.118095750958314,4.5,11,2.64,6.396929655216146
2773,16.118095750958314,4.5,11,2.99,6.684611727667927
2774,16.118095750958314,4.5,11,3.28,6.907755278982137
2775,-16.118095750958314,4.5,11,0.08,2.302585092994046
2776,-16.118095750958314,4.5,11,0.15,2.995732273553991
2777,-16.118095750958314,4.5,11,0.22,3.4011973816621555
2778,-16.118095750958314,4.5,11,0.29,3.6888794541139363
2779,-16.118095750958314,4.5,11,0.35,3.912023005428146
2780,-16.118095750958314,4.5,11,0.42,4.0943445622221
2781,-16.118095750958314,4.5,11,0.47,4.248495242049359
2782,-2.1972236884478242,4.5,11,0.53,4.382026634673881
2783,-16.118095750958314,4.5,11,0.58,4.499809670330265
2784,-16.118095750958314,4.5,11,0.64,4.605170185988092
2785,-2.1972236884478242,4.5,11,1.08,5.298317366548036
2786,16.118095750958314,4.5,11,1.69,5.991464547107982
2787,16.118095750958314,4.5,11,2.12,6.396929655216146
2788,16.118095750958314,4.5,11,2.44,6.684611727667927
2789,16.118095750958314,4.5,11,2.71,6.907755278982137
2790,-16.118095750958314,4.5,11,0.05,2.302585092994046
2791,-16.118095750958314,4.5,11,0.1,2.995732273553991
2792,-16.118095750958314,4.5,11,0.15,3.4011973816621555
2793,-2.1972236884478242,4.5,11,0.19,3.6888794541139363
2794,-16.118095750958314,4.5,11,0.24,3.912023005428146
2795,-16.118095750958314,4.5,11,0.28,4.0943445622221
2796,-16.118095750958314,4.5,11,0.32,4.248495242049359
2797,-2.1972236884478242,4.5,11,0.36,4.382026634673881
2798,-16.118095750958314,4.5,11,0.4,4.499809670330265
2799,-16.118095750958314,4.5,11,0.44,4.605170185988092
2800,-16.118095750958314,4.5,11,0.78,5.298317366548036
2801,0.4054650247748482,4.5,11,1.28,5.991464547107982
2802,16.118095750958314,4.5,11,1.65,6.396929655216146
2803,16.118095750958314,4.5,11,1.95,6.684611727667927
2804,16.118095750958314,4.5,11,2.19,6.907755278982137
2805,-16.118095750958314,4.5,11,0.03,2.302585092994046
2806,-16.118095750958314,4.5,11,0.07,2.995732273553991
2807,-16.118095750958314,4.5,11,0.1,3.4011973816621555
2808,-2.1972236884478242,4.5,11,0.13,3.6888794541139363
2809,-16.118095750958314,4.5,11,0.16,3.912023005428146
2810,-16.118095750958314,4.5,11,0.19,4.0943445622221
2811,-16.118095750958314,4.5,11,0.22,4.248495242049359
2812,-16.118095750958314,4.5,11,0.25,4.382026634673881
2813,-16.118095750958314,4.5,11,0.27,4.499809670330265
2814,-16.118095750958314,4.5,11,0.3,4.605170185988092
2815,-2.1972236884478242,4.5,11,0.55,5.298317366548036
2816,-0.40546502477484814,4.5,11,0.95,5.991464547107982
2817,16.118095750958314,4.5,11,1.26,6.396929655216146
2818,16.118095750958314,4.5,11,1.52,6.684611727667927
2819,16.118095750958314,4.5,11,1.73,6.907755278982137
2820,-2.1972236884478242,4.5,11,0.02,2.302585092994046
2821,-16.118095750958314,4.5,11,0.04,2.995732273553991
2822,-16.118095750958314,4.5,11,0.06,3.4011973816621555
2823,-16.118095750958314,4.5,11,0.08,3.6888794541139363
2824,-16.118095750958314,4.5,11,0.1,3.912023005428146
2825,-2.1972236884478242,4.5,11,0.12,4.0943445622221
2826,-16.118095750958314,4.5,11,0.14,4.248495242049359
2827,-16.118095750958314,4.5,11,0.16,4.382026634673881
2828,-16.118095750958314,4.5,11,0.18,4.499809670330265
2829,-16.118095750958314,4.5,11,0.2,4.605170185988092
2830,-2.1972236884478242,4.5,11,0.38,5.298317366548036
2831,-0.8472976699110584,4.5,11,0.68,5.991464547107982
2832,2.1972236884478247,4.5,11,0.93,6.396929655216146
2833,16.118095750958314,4.5,11,1.14,6.684611727667927
2834,16.118095750958314,4.5,11,1.32,6.907755278982137
2835,-16.118095750958314,4.5,11,0.01,2.302585092994046
2836,-16.118095750958314,4.5,11,0.03,2.995732273553991
2837,-2.1972236884478242,4.5,11,0.04,3.4011973816621555
2838,-16.118095750958314,4.5,11,0.06,3.6888794541139363
2839,-16.118095750958314,4.5,11,0.07,3.912023005428146
2840,-16.118095750958314,4.5,11,0.08,4.0943445622221
2841,-1.3862939861200076,4.5,11,0.1,4.248495242049359
2842,-16.118095750958314,4.5,11,0.11,4.382026634673881
2843,-16.118095750958314,4.5,11,0.12,4.499809670330265
2844,-2.1972236884478242,4.5,11,0.14,4.605170185988092
2845,-16.118095750958314,4.5,11,0.26,5.298317366548036
2846,-0.40546502477484814,4.5,11,0.49,5.991464547107982
2847,0.8472976699110583,4.5,11,0.68,6.396929655216146
2848,1.386293986120008,4.5,11,0.85,6.684611727667927
2849,16.118095750958314,4.5,11,1.0,6.907755278982137
2850,-16.118095750958314,5.0,12,0.58,2.302585092994046
2851,-16.118095750958314,5.0,12,1.0,2.995732273553991
2852,-16.118095750958314,5.0,12,1.32,3.4011973816621555
2853,-16.118095750958314,5.0,12,1.58,3.6888794541139363
2854,-16.118095750958314,5.0,12,1.81,3.912023005428146
2855,-16.118095750958314,5.0,12,2.0,4.0943445622221
2856,-16.118095750958314,5.0,12,2.17,4.248495242049359
2857,-1.3862939861200076,5.0,12,2.32,4.382026634673881
2858,-1.3862939861200076,5.0,12,2.46,4.499809670330265
2859,-16.118095750958314,5.0,12,2.58,4.605170185988092
2860,16.118095750958314,5.0,12,3.46,5.298317366548036
2861,16.118095750958314,5.0,12,4.39,5.991464547107982
2862,16.118095750958314,5.0,12,4.95,6.396929655216146
2863,16.118095750958314,5.0,12,5.36,6.684611727667927
2864,16.118095750958314,5.0,12,5.67,6.907755278982137
2865,-2.1972236884478242,5.0,12,0.42,2.302585092994046
2866,-16.118095750958314,5.0,12,0.74,2.995732273553991
2867,-16.118095750958314,5.0,12,1.0,3.4011973816621555
2868,-16.118095750958314,5.0,12,1.22,3.6888794541139363
2869,-16.118095750958314,5.0,12,1.42,3.912023005428146
2870,-16.118095750958314,5.0,12,1.58,4.0943445622221
2871,-16.118095750958314,5.0,12,1.74,4.248495242049359
2872,-16.118095750958314,5.0,12,1.87,4.382026634673881
2873,-16.118095750958314,5.0,12,2.0,4.499809670330265
2874,-2.1972236884478242,5.0,12,2.12,4.605170185988092
2875,2.1972236884478247,5.0,12,2.94,5.298317366548036
2876,16.118095750958314,5.0,12,3.84,5.991464547107982
2877,16.118095750958314,5.0,12,4.39,6.396929655216146
2878,16.118095750958314,5.0,12,4.79,6.684611727667927
2879,16.118095750958314,5.0,12,5.1,6.907755278982137
2880,-16.118095750958314,5.0,12,0.26,2.302585092994046
2881,-2.1972236884478242,5.0,12,0.49,2.995732273553991
2882,-2.1972236884478242,5.0,12,0.68,3.4011973816621555
2883,-16.118095750958314,5.0,12,0.85,3.6888794541139363
2884,-2.1972236884478242,5.0,12,1.0,3.912023005428146
2885,-16.118095750958314,5.0,12,1.14,4.0943445622221
2886,-16.118095750958314,5.0,12,1.26,4.248495242049359
2887,-16.118095750958314,5.0,12,1.38,4.382026634673881
2888,-16.118095750958314,5.0,12,1.49,4.499809670330265
2889,-0.40546502477484814,5.0,12,1.58,4.605170185988092
2890,0.8472976699110583,5.0,12,2.32,5.298317366548036
2891,16.118095750958314,5.0,12,3.17,5.991464547107982
2892,16.118095750958314,5.0,12,3.7,6.396929655216146
2893,16.118095750958314,5.0,12,4.09,6.684611727667927
2894,16.118095750958314,5.0,12,4.39,6.907755278982137
2895,-16.118095750958314,5.0,12,0.18,2.302585092994046
2896,-2.1972236884478242,5.0,12,0.34,2.995732273553991
2897,-2.1972236884478242,5.0,12,0.49,3.4011973816621555
2898,-16.118095750958314,5.0,12,0.62,3.6888794541139363
2899,-2.1972236884478242,5.0,12,0.74,3.912023005428146
2900,-16.118095750958314,5.0,12,0.85,4.0943445622221
2901,-2.1972236884478242,5.0,12,0.95,4.248495242049359
2902,-16.118095750958314,5.0,12,1.05,4.382026634673881
2903,-16.118095750958314,5.0,12,1.14,4.499809670330265
2904,-2.1972236884478242,5.0,12,1.22,4.605170185988092
2905,0.0,5.0,12,1.87,5.298317366548036
2906,1.386293986120008,5.0,12,2.66,5.991464547107982
2907,16.118095750958314,5.0,12,3.17,6.396929655216146
2908,16.118095750958314,5.0,12,3.54,6.684611727667927
2909,16.118095750958314,5.0,12,3.84,6.907755278982137
2910,-16.118095750958314,5.0,12,0.12,2.302585092994046
2911,-16.118095750958314,5.0,12,0.23,2.995732273553991
2912,-16.118095750958314,5.0,12,0.33,3.4011973816621555
2913,-16.118095750958314,5.0,12,0.43,3.6888794541139363
2914,-16.118095750958314,5.0,12,0.52,3.912023005428146
2915,-16.118095750958314,5.0,12,0.61,4.0943445622221
2916,-2.1972236884478242,5.0,12,0.69,4.248495242049359
2917,-16.118095750958314,5.0,12,0.76,4.382026634673881
2918,-16.118095750958314,5.0,12,0.83,4.499809670330265
2919,-16.118095750958314,5.0,12,0.9,4.605170185988092
2920,0.4054650247748482,5.0,12,1.45,5.298317366548036
2921,16.118095750958314,5.0,12,2.16,5.991464547107982
2922,16.118095750958314,5.0,12,2.64,6.396929655216146
2923,16.118095750958314,5.0,12,2.99,6.684611727667927
2924,16.118095750958314,5.0,12,3.28,6.907755278982137
2925,-2.1972236884478242,5.0,12,0.08,2.302585092994046
2926,-2.1972236884478242,5.0,12,0.15,2.995732273553991
2927,-16.118095750958314,5.0,12,0.22,3.4011973816621555
2928,-16.118095750958314,5.0,12,0.29,3.6888794541139363
2929,-16.118095750958314,5.0,12,0.35,3.912023005428146
2930,-16.118095750958314,5.0,12,0.42,4.0943445622221
2931,-2.1972236884478242,5.0,12,0.47,4.248495242049359
2932,-16.118095750958314,5.0,12,0.53,4.382026634673881
2933,-16.118095750958314,5.0,12,0.58,4.499809670330265
2934,-16.118095750958314,5.0,12,0.64,4.605170185988092
2935,-1.3862939861200076,5.0,12,1.08,5.298317366548036
2936,2.1972236884478247,5.0,12,1.69,5.991464547107982
2937,16.118095750958314,5.0,12,2.12,6.396929655216146
2938,16.118095750958314,5.0,12,2.44,6.684611727667927
2939,16.118095750958314,5.0,12,2.71,6.907755278982137
2940,-16.118095750958314,5.0,12,0.05,2.302585092994046
2941,-16.118095750958314,5.0,12,0.1,2.995732273553991
2942,-2.1972236884478242,5.0,12,0.15,3.4011973816621555
2943,-16.118095750958314,5.0,12,0.19,3.6888794541139363
2944,-16.118095750958314,5.0,12,0.24,3.912023005428146
2945,-16.118095750958314,5.0,12,0.28,4.0943445622221
2946,-16.118095750958314,5.0,12,0.32,4.248495242049359
2947,-16.118095750958314,5.0,12,0.36,4.382026634673881
2948,-16.118095750958314,5.0,12,0.4,4.499809670330265
2949,-16.118095750958314,5.0,12,0.44,4.605170185988092
2950,-1.3862939861200076,5.0,12,0.78,5.298317366548036
2951,2.1972236884478247,5.0,12,1.28,5.991464547107982
2952,2.1972236884478247,5.0,12,1.65,6.396929655216146
2953,16.118095750958314,5.0,12,1.95,6.684611727667927
2954,2.1972236884478247,5.0,12,2.19,6.907755278982137
2955,-16.118095750958314,5.0,12,0.03,2.302585092994046
2956,-16.118095750958314,5.0,12,0.07,2.995732273553991
2957,-16.118095750958314,5.0,12,0.1,3.4011973816621555
2958,-16.118095750958314,5.0,12,0.13,3.6888794541139363
2959,-16.118095750958314,5.0,12,0.16,3.912023005428146
2960,-16.118095750958314,5.0,12,0.19,4.0943445622221
2961,-16.118095750958314,5.0,12,0.22,4.248495242049359
2962,-16.118095750958314,5.0,12,0.25,4.382026634673881
2963,-16.118095750958314,5.0,12,0.27,4.499809670330265
2964,-16.118095750958314,5.0,12,0.3,4.605170185988092
2965,-0.8472976699110584,5.0,12,0.55,5.298317366548036
2966,0.0,5.0,12,0.95,5.991464547107982
2967,2.1972236884478247,5.0,12,1.26,6.396929655216146
2968,16.118095750958314,5.0,12,1.52,6.684611727667927
2969,16.118095750958314,5.0,12,1.73,6.907755278982137
2970,-2.1972236884478242,5.0,12,0.02,2.302585092994046
2971,-16.118095750958314,5.0,12,0.04,2.995732273553991
2972,-16.118095750958314,5.0,12,0.06,3.4011973816621555
2973,-2.1972236884478242,5.0,12,0.08,3.6888794541139363
2974,-16.118095750958314,5.0,12,0.1,3.912023005428146
2975,-16.118095750958314,5.0,12,0.12,4.0943445622221
2976,-16.118095750958314,5.0,12,0.14,4.248495242049359
2977,-16.118095750958314,5.0,12,0.16,4.382026634673881
2978,-16.118095750958314,5.0,12,0.18,4.499809670330265
2979,-16.118095750958314,5.0,12,0.2,4.605170185988092
2980,-16.118095750958314,5.0,12,0.38,5.298317366548036
2981,-1.3862939861200076,5.0,12,0.68,5.991464547107982
2982,1.386293986120008,5.0,12,0.93,6.396929655216146
2983,16.118095750958314,5.0,12,1.14,6.684611727667927
2984,16.118095750958314,5.0,12,1.32,6.907755278982137
2985,-16.118095750958314,5.0,12,0.01,2.302585092994046
2986,-16.118095750958314,5.0,12,0.03,2.995732273553991
2987,-16.118095750958314,5.0,12,0.04,3.4011973816621555
2988,-2.1972236884478242,5.0,12,0.06,3.6888794541139363
2989,-16.118095750958314,5.0,12,0.07,3.912023005428146
2990,-16.118095750958314,5.0,12,0.08,4.0943445622221
2991,-2.1972236884478242,5.0,12,0.1,4.248495242049359
2992,-16.118095750958314,5.0,12,0.11,4.382026634673881
2993,-1.3862939861200076,5.0,12,0.12,4.499809670330265
2994,-16.118095750958314,5.0,12,0.14,4.605170185988092
2995,-16.118095750958314,5.0,12,0.26,5.298317366548036
2996,-0.8472976699110584,5.0,12,0.49,5.991464547107982
2997,1.386293986120008,5.0,12,0.68,6.396929655216146
2998,1.386293986120008,5.0,12,0.85,6.684611727667927
2999,16.118095750958314,5.0,12,1.0,6.907755278982137
3000,-16.118095750958314,0.3333333333333333,4,0.58,2.302585092994046
3001,-16.118095750958314,0.3333333333333333,4,1.0,2.995732273553991
3002,-2.1972236884478242,0.3333333333333333,4,1.32,3.4011973816621555
3003,-16.118095750958314,0.3333333333333333,4,1.58,3.6888794541139363
3004,-16.118095750958314,0.3333333333333333,4,1.81,3.912023005428146
3005,-16.118095750958314,0.3333333333333333,4,2.0,4.0943445622221
3006,-16.118095750958314,0.3333333333333333,4,2.17,4.248495242049359
3007,-16.118095750958314,0.3333333333333333,4,2.32,4.382026634673881
3008,-16.118095750958314,0.3333333333333333,4,2.46,4.499809670330265
3009,-16.118095750958314,0.3333333333333333,4,2.58,4.605170185988092
3010,-2.1972236884478242,0.3333333333333333,4,3.46,5.298317366548036
3011,-2.1972236884478242,0.3333333333333333,4,4.39,5.991464547107982
3012,0.4054650247748482,0.3333333333333333,4,4.95,6.396929655216146
3013,0.8472976699110583,0.3333333333333333,4,5.36,6.684611727667927
